utc_datetime,impact,currency,event,actual,forecast,previous
2018-04-16T14:00:00Z,Low Impact Expected,CNY,Unemployment Rate,5.1%,,5.0%
2018-04-17T04:30:00Z,Low Impact Expected,JPY,Revised Industrial Production m/m,2.0%,4.0%,4.1%
2018-04-17T08:30:00Z,High Impact Expected,GBP,Average Earnings Index 3m/y,2.8%,3.0%,2.8%
2018-04-16T14:00:00Z,Medium Impact Expected,GBP,Claimant Count Change,11.6K,13.3K,15.1K
2018-04-16T14:00:00Z,Medium Impact Expected,GBP,Unemployment Rate,4.2%,4.3%,4.3%
2018-04-17T09:00:00Z,Medium Impact Expected,EUR,German ZEW Economic Sentiment,-8.2,-0.8,5.1
2018-04-16T14:00:00Z,Low Impact Expected,EUR,Italian Trade Balance,3.10B,2.23B,-0.09B
2018-04-16T14:00:00Z,Low Impact Expected,EUR,ZEW Economic Sentiment,1.9,7.3,13.4
2018-04-17T12:30:00Z,Medium Impact Expected,CAD,Foreign Securities Purchases,3.96B,7.24B,5.63B
2018-04-16T14:00:00Z,Medium Impact Expected,CAD,Manufacturing Sales m/m,1.9%,1.0%,-1.3%
2018-04-16T14:00:00Z,High Impact Expected,USD,Building Permits,1.35M,1.33M,1.32M
2018-04-16T14:00:00Z,Medium Impact Expected,USD,Housing Starts,1.32M,1.27M,1.30M
2018-04-17T13:15:00Z,Medium Impact Expected,USD,Capacity Utilization Rate,78.0%,77.9%,78.1%
2018-04-16T14:00:00Z,Medium Impact Expected,USD,FOMC Member Williams Speaks,,,
2018-04-16T14:00:00Z,Medium Impact Expected,USD,Industrial Production m/m,0.5%,0.3%,1.1%
2018-04-17T14:00:00Z,,,,,,
2018-04-17T14:00:00Z,Medium Impact Expected,USD,FOMC Member Quarles Speaks,,,
2018-04-17T14:26:00Z,Medium Impact Expected,NZD,GDT Price Index,2.7%,,-0.6%
2018-04-17T20:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2018-04-17T21:40:00Z,Medium Impact Expected,USD,FOMC Member Bostic Speaks,,,
2018-04-17T23:50:00Z,Low Impact Expected,JPY,Trade Balance,0.12T,0.10T,-0.21T
2018-04-18T00:30:00Z,Low Impact Expected,AUD,MI Leading Index m/m,-0.2%,,0.4%
2018-04-18T01:30:00Z,Low Impact Expected,CNY,New Home Prices m/m,0.42%,,0.25%
2018-04-18T08:30:00Z,High Impact Expected,GBP,CPI y/y,2.5%,2.7%,2.7%
2018-04-17T14:00:00Z,Medium Impact Expected,GBP,PPI Input m/m,-0.1%,0.3%,-0.4%
2018-04-17T14:00:00Z,Medium Impact Expected,GBP,RPI y/y,3.3%,3.5%,3.6%
2018-04-17T14:00:00Z,Low Impact Expected,GBP,Core CPI y/y,2.3%,2.5%,2.4%
2018-04-17T14:00:00Z,Low Impact Expected,GBP,HPI y/y,4.4%,4.8%,4.7%
2018-04-17T14:00:00Z,Low Impact Expected,GBP,PPI Output m/m,0.2%,0.1%,0.0%
2018-04-18T09:00:00Z,Medium Impact Expected,EUR,Final CPI y/y,1.3%,1.4%,1.4%
2018-04-17T14:00:00Z,Low Impact Expected,EUR,Final Core CPI y/y,1.0%,1.0%,1.0%
2018-04-18T09:32:00Z,Low Impact Expected,EUR,German 10-y Bond Auction,0.51|1.4,,0.60|1.3
2018-04-18T14:00:00Z,,,,,,
2018-04-18T14:00:00Z,High Impact Expected,CAD,BOC Monetary Policy Report,,,
2018-04-18T14:00:00Z,High Impact Expected,CAD,BOC Rate Statement,,,
2018-04-18T14:00:00Z,High Impact Expected,CAD,Overnight Rate,1.25%,1.25%,1.25%
2018-04-18T14:30:00Z,High Impact Expected,USD,Crude Oil Inventories,-1.1M,-0.5M,3.3M
2018-04-18T15:15:00Z,High Impact Expected,CAD,BOC Press Conference,,,
2018-04-18T18:00:00Z,Low Impact Expected,USD,Beige Book,,,
2018-04-18T19:15:00Z,Medium Impact Expected,USD,FOMC Member Dudley Speaks,,,
2018-04-18T20:15:00Z,Medium Impact Expected,USD,FOMC Member Quarles Speaks,,,
2018-04-18T22:45:00Z,High Impact Expected,NZD,CPI q/q,0.5%,0.4%,0.1%
2018-04-19T01:30:00Z,High Impact Expected,AUD,Employment Change,4.9K,20.3K,-6.3K
2018-04-18T14:00:00Z,High Impact Expected,AUD,Unemployment Rate,5.5%,5.5%,5.5%
2018-04-18T14:00:00Z,Low Impact Expected,AUD,NAB Quarterly Business Confidence,7,,7
2018-04-19T08:00:00Z,Low Impact Expected,EUR,Current Account,35.1B,32.3B,39.0B
2018-04-19T08:30:00Z,High Impact Expected,GBP,Retail Sales m/m,-1.2%,-0.5%,0.8%
2018-04-19T08:44:00Z,Low Impact Expected,EUR,Spanish 10-y Bond Auction,1.24|1.3,,1.15|1.5
2018-04-19T09:36:00Z,Low Impact Expected,GBP,10-y Bond Auction,1.60|2.4,,1.58|2.6
2018-04-19T12:00:00Z,Medium Impact Expected,USD,FOMC Member Brainard Speaks,,,
2018-04-19T12:30:00Z,Low Impact Expected,CAD,ADP Non-Farm Employment Change,42.8K,,16.2K
2018-04-18T14:00:00Z,Medium Impact Expected,USD,Philly Fed Manufacturing Index,23.2,20.8,22.3
2018-04-18T14:00:00Z,Medium Impact Expected,USD,Unemployment Claims,232K,230K,233K
2018-04-19T13:30:00Z,Medium Impact Expected,USD,FOMC Member Quarles Speaks,,,
2018-04-19T14:00:00Z,,,,,,
2018-04-19T14:00:00Z,Low Impact Expected,USD,CB Leading Index m/m,0.3%,0.3%,0.7%
2018-04-19T14:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-36B,-23B,-19B
2018-04-19T16:30:00Z,Medium Impact Expected,GBP,MPC Member Cunliffe Speaks,,,
2018-04-19T22:45:00Z,Medium Impact Expected,USD,FOMC Member Mester Speaks,,,
2018-04-19T23:30:00Z,Low Impact Expected,JPY,National Core CPI y/y,0.9%,0.9%,1.0%
2018-04-20T04:30:00Z,Low Impact Expected,JPY,Tertiary Industry Activity m/m,0.0%,0.1%,-0.4%
2018-04-20T06:00:00Z,Low Impact Expected,EUR,German PPI m/m,0.1%,0.2%,-0.1%
2018-04-20,Medium Impact Expected,All,OPEC-JMMC Meetings,,,
2018-04-20T09:30:00Z,Medium Impact Expected,GBP,MPC Member Saunders Speaks,,,
2018-04-20T11:30:00Z,Medium Impact Expected,EUR,German Buba President Weidmann Speaks,,,
2018-04-20T12:30:00Z,High Impact Expected,CAD,Core Retail Sales m/m,0.0%,0.4%,1.0%
2018-04-19T14:00:00Z,High Impact Expected,CAD,CPI m/m,0.3%,0.4%,0.6%
2018-04-19T14:00:00Z,Medium Impact Expected,CAD,Common CPI y/y,1.9%,,1.9%
2018-04-19T14:00:00Z,Medium Impact Expected,CAD,Median CPI y/y,2.1%,,2.1%
2018-04-19T14:00:00Z,Medium Impact Expected,CAD,Retail Sales m/m,0.4%,0.4%,0.1%
2018-04-19T14:00:00Z,Medium Impact Expected,CAD,Trimmed CPI y/y,2.0%,,2.1%
2018-04-19T14:00:00Z,Low Impact Expected,CAD,Core CPI m/m,0.2%,,0.7%
2018-04-20T14:00:00Z,,,,,,
2018-04-20T14:00:00Z,Low Impact Expected,EUR,Consumer Confidence,0,0,0
2018-04-20T14:00:00Z,Low Impact Expected,All,IMF Meetings,,,
2018-04-20T15:15:00Z,Medium Impact Expected,USD,FOMC Member Williams Speaks,,,
2018-04-21T14:00:00Z,,,,,,
2018-04-21T14:00:00Z,Low Impact Expected,All,IMF Meetings,,,
2018-04-22T14:00:00Z,,,,,,
2018-04-22T14:00:00Z,Low Impact Expected,All,IMF Meetings,,,
2018-04-23T00:30:00Z,Low Impact Expected,JPY,Flash Manufacturing PMI,53.3,53.4,53.1
2018-04-23T03:00:00Z,Low Impact Expected,NZD,Credit Card Spending y/y,7.2%,,7.0%
2018-04-23T07:00:00Z,Medium Impact Expected,EUR,French Flash Manufacturing PMI,53.4,53.4,53.7
2018-04-22T14:00:00Z,Medium Impact Expected,EUR,French Flash Services PMI,57.4,56.6,56.9
2018-04-23T07:30:00Z,Medium Impact Expected,EUR,German Flash Manufacturing PMI,58.1,57.6,58.2
2018-04-22T14:00:00Z,Medium Impact Expected,EUR,German Flash Services PMI,54.1,53.9,53.9
2018-04-23T08:00:00Z,Medium Impact Expected,EUR,Flash Manufacturing PMI,56.0,56.6,56.6
2018-04-22T14:00:00Z,Medium Impact Expected,EUR,Flash Services PMI,55.0,54.8,54.9
2018-04-23T10:00:00Z,Low Impact Expected,EUR,German Buba Monthly Report,,,
2018-04-23T12:30:00Z,Low Impact Expected,CAD,Wholesale Sales m/m,-0.8%,0.3%,0.3%
2018-04-23T13:45:00Z,Low Impact Expected,USD,Flash Manufacturing PMI,56.5,55.2,55.6
2018-04-22T14:00:00Z,Low Impact Expected,USD,Flash Services PMI,54.4,54.3,54.0
2018-04-23T14:00:00Z,,,,,,
2018-04-23T14:00:00Z,Medium Impact Expected,USD,Existing Home Sales,5.60M,5.55M,5.54M
2018-04-23T14:30:00Z,Low Impact Expected,AUD,CB Leading Index m/m,0.3%,,-0.3%
2018-04-23T19:30:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2018-04-23T22:00:00Z,Medium Impact Expected,AUD,RBA Assist Gov Kent Speaks,,,
2018-04-23T22:45:00Z,Low Impact Expected,NZD,Visitor Arrivals m/m,-2.1%,,3.6%
2018-04-23T23:50:00Z,Low Impact Expected,JPY,SPPI y/y,0.5%,0.5%,0.7%
2018-04-24T01:30:00Z,High Impact Expected,AUD,CPI q/q,0.4%,0.5%,0.6%
2018-04-23T14:00:00Z,High Impact Expected,AUD,Trimmed Mean CPI q/q,0.5%,0.5%,0.4%
2018-04-24T05:00:00Z,Low Impact Expected,JPY,BOJ Core CPI y/y,0.7%,0.7%,0.8%
2018-04-24T06:00:00Z,Low Impact Expected,CHF,Trade Balance,1.77B,3.23B,3.08B
2018-04-24T08:00:00Z,Medium Impact Expected,EUR,German ifo Business Climate,102.1,102.7,103.3
2018-04-24T08:30:00Z,Medium Impact Expected,GBP,Public Sector Net Borrowing,-0.3B,1.1B,-0.4B
2018-04-24T10:00:00Z,Low Impact Expected,GBP,CBI Industrial Order Expectations,4,4,4
2018-04-24T12:58:00Z,Low Impact Expected,EUR,Belgian NBB Business Climate,1.0,-0.6,0.1
2018-04-24T13:00:00Z,Low Impact Expected,USD,HPI m/m,0.6%,0.5%,0.9%
2018-04-23T14:00:00Z,Low Impact Expected,USD,S&P/CS Composite-20 HPI y/y,6.8%,6.3%,6.4%
2018-04-24T13:59:00Z,Low Impact Expected,USD,Richmond Manufacturing Index,-3,16,15
2018-04-24T14:00:00Z,,,,,,
2018-04-24T14:00:00Z,High Impact Expected,USD,CB Consumer Confidence,128.7,126.0,127.0
2018-04-24T14:00:00Z,Low Impact Expected,USD,New Home Sales,694K,625K,667K
2018-04-24T20:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2018-04-25,Non-Economic,NZD,Bank Holiday,,,
2018-04-25,Non-Economic,AUD,Bank Holiday,,,
2018-04-25T04:30:00Z,Low Impact Expected,JPY,All Industries Activity m/m,0.4%,0.6%,-1.1%
2018-04-25,Non-Economic,EUR,Italian Bank Holiday,,,
2018-04-25T08:00:00Z,Low Impact Expected,CHF,UBS Economic Expectations,7.2,,16.7
2018-04-25T13:00:00Z,Low Impact Expected,CNY,CB Leading Index m/m,1.7%,,1.2%
2018-04-25T14:00:00Z,,,,,,
2018-04-25T14:30:00Z,High Impact Expected,USD,Crude Oil Inventories,2.2M,-1.6M,-1.1M
2018-04-25T20:15:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2018-04-26T01:30:00Z,Low Impact Expected,AUD,Import Prices q/q,2.1%,1.3%,2.0%
2018-04-26T06:00:00Z,Low Impact Expected,EUR,German GfK Consumer Climate,10.8,10.9,10.9
2018-04-26T07:00:00Z,Medium Impact Expected,EUR,Spanish Unemployment Rate,16.7%,16.3%,16.6%
2018-04-26T08:30:00Z,Low Impact Expected,GBP,High Street Lending,37.6K,37.1K,38.0K
2018-04-26T10:00:00Z,Low Impact Expected,GBP,CBI Realized Sales,-2,-3,-8
2018-04-26T11:45:00Z,High Impact Expected,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
2018-04-25T14:00:00Z,High Impact Expected,EUR,Monetary Policy Statement,,,
2018-04-26T12:30:00Z,High Impact Expected,EUR,ECB Press Conference,,,
2018-04-25T14:00:00Z,High Impact Expected,USD,Core Durable Goods Orders m/m,0.0%,0.5%,1.0%
2018-04-25T14:00:00Z,Medium Impact Expected,USD,Durable Goods Orders m/m,2.6%,1.6%,3.0%
2018-04-25T14:00:00Z,Medium Impact Expected,USD,Unemployment Claims,209K,230K,233K
2018-04-25T14:00:00Z,Low Impact Expected,USD,Goods Trade Balance,-68.0B,-74.8B,-75.9B
2018-04-25T14:00:00Z,Low Impact Expected,USD,Prelim Wholesale Inventories m/m,0.5%,0.6%,1.0%
2018-04-26T14:00:00Z,,,,,,
2018-04-26T14:30:00Z,Low Impact Expected,USD,Natural Gas Storage,-18B,-11B,-36B
2018-04-26T22:05:00Z,Low Impact Expected,GBP,GfK Consumer Confidence,-9,-7,-7
2018-04-26T22:45:00Z,Medium Impact Expected,NZD,Trade Balance,-86M,270M,172M
2018-04-26T23:30:00Z,Low Impact Expected,JPY,Tokyo Core CPI y/y,0.6%,0.8%,0.8%
2018-04-26T14:00:00Z,Low Impact Expected,JPY,Unemployment Rate,2.5%,2.5%,2.5%
2018-04-26T23:50:00Z,Low Impact Expected,JPY,Prelim Industrial Production m/m,1.2%,0.5%,2.0%
2018-04-26T14:00:00Z,Low Impact Expected,JPY,Retail Sales y/y,1.0%,1.5%,1.7%
2018-04-27T01:30:00Z,Low Impact Expected,AUD,PPI q/q,0.5%,0.4%,0.6%
2018-04-27T03:03:00Z,High Impact Expected,JPY,BOJ Outlook Report,,,
2018-04-26T14:00:00Z,High Impact Expected,JPY,Monetary Policy Statement,,,
2018-04-26T14:00:00Z,Medium Impact Expected,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
2018-04-27T05:00:00Z,Low Impact Expected,JPY,Housing Starts y/y,-8.3%,-5.1%,-2.6%
2018-04-27T05:30:00Z,Low Impact Expected,EUR,French Flash GDP q/q,0.3%,0.4%,0.7%
2018-04-27T06:00:00Z,Low Impact Expected,EUR,German Import Prices m/m,0.0%,0.1%,-0.6%
2018-04-26T14:00:00Z,Low Impact Expected,GBP,Nationwide HPI m/m,0.2%,0.2%,-0.2%
2018-04-27T06:29:00Z,High Impact Expected,JPY,BOJ Press Conference,,,
2018-04-27T06:45:00Z,Low Impact Expected,EUR,French Consumer Spending m/m,0.1%,0.4%,2.5%
2018-04-26T14:00:00Z,Low Impact Expected,EUR,French Prelim CPI m/m,0.1%,0.1%,1.0%
2018-04-27T07:00:00Z,Medium Impact Expected,EUR,Spanish Flash CPI y/y,1.1%,1.2%,1.2%
2018-04-26T14:00:00Z,Medium Impact Expected,EUR,Spanish Flash GDP q/q,0.7%,0.7%,0.7%
2018-04-27T07:55:00Z,Low Impact Expected,EUR,German Unemployment Change,-7K,-15K,-18K
2018-04-27T08:00:00Z,High Impact Expected,CHF,SNB Chairman Jordan Speaks,,,
2018-04-27T08:30:00Z,High Impact Expected,GBP,Prelim GDP q/q,0.1%,0.3%,0.4%
2018-04-26T14:00:00Z,Low Impact Expected,GBP,Index of Services 3m/3m,0.4%,0.6%,0.6%
2018-04-27T09:15:00Z,Low Impact Expected,EUR,Italian 10-y Bond Auction,1.70|1.4,,1.83|1.3
2018-04-27,Low Impact Expected,EUR,Eurogroup Meetings,,,
2018-04-27T12:30:00Z,High Impact Expected,USD,Advance GDP q/q,2.3%,2.0%,2.9%
2018-04-26T14:00:00Z,Medium Impact Expected,USD,Advance GDP Price Index q/q,2.0%,2.2%,2.3%
2018-04-26T14:00:00Z,Medium Impact Expected,USD,Employment Cost Index q/q,0.8%,0.7%,0.6%
2018-04-27T14:00:00Z,,,,,,
2018-04-27T14:00:00Z,High Impact Expected,GBP,BOE Gov Carney Speaks,,,
2018-04-27T14:00:00Z,Medium Impact Expected,USD,Revised UoM Consumer Sentiment,98.8,98.0,97.8
2018-04-27T14:00:00Z,Low Impact Expected,USD,Revised UoM Inflation Expectations,2.7%,,2.7%
2018-04-28T14:00:00Z,,,,,,
2018-04-28T14:00:00Z,,,,,,
2018-04-29T14:00:00Z,,,,,,
2018-04-30,Non-Economic,JPY,Bank Holiday,,,
2018-04-30,Non-Economic,CNY,Bank Holiday,,,
2018-04-30T01:00:00Z,Low Impact Expected,AUD,MI Inflation Gauge m/m,0.5%,,0.1%
2018-04-29T14:00:00Z,Medium Impact Expected,CNY,Manufacturing PMI,51.4,51.3,51.5
2018-04-29T14:00:00Z,Medium Impact Expected,CNY,Non-Manufacturing PMI,54.8,54.6,54.6
2018-04-29T14:00:00Z,High Impact Expected,NZD,ANZ Business Confidence,-23.4,,-20.0
2018-04-30T01:15:00Z,Low Impact Expected,AUD,HIA New Home Sales m/m,-2.0%,,-0.7%
2018-04-30T01:30:00Z,Low Impact Expected,AUD,Private Sector Credit m/m,0.5%,0.4%,0.4%
2018-04-30T06:00:00Z,Medium Impact Expected,EUR,German Retail Sales m/m,-0.6%,0.8%,-0.2%
2018-04-30,Medium Impact Expected,EUR,German Prelim CPI m/m,0.0%,-0.1%,0.4%
2018-04-30T07:00:00Z,Medium Impact Expected,CHF,KOF Economic Barometer,105.3,105.9,105.1
2018-04-30T08:00:00Z,Medium Impact Expected,EUR,M3 Money Supply y/y,3.7%,4.1%,4.2%
2018-04-29T14:00:00Z,Low Impact Expected,EUR,Private Loans y/y,3.0%,2.9%,2.9%
2018-04-30T09:00:00Z,Low Impact Expected,EUR,Italian Prelim CPI m/m,0.1%,0.2%,0.3%
2018-04-30,Low Impact Expected,EUR,ECOFIN Meetings,,,
2018-04-30T12:30:00Z,Medium Impact Expected,CAD,RMPI m/m,2.1%,0.6%,-0.4%
2018-04-29T14:00:00Z,Low Impact Expected,CAD,IPPI m/m,0.8%,0.2%,0.3%
2018-04-29T14:00:00Z,Medium Impact Expected,USD,Core PCE Price Index m/m,0.2%,0.2%,0.2%
2018-04-29T14:00:00Z,Medium Impact Expected,USD,Personal Spending m/m,0.4%,0.4%,0.0%
2018-04-29T14:00:00Z,Low Impact Expected,USD,Personal Income m/m,0.3%,0.4%,0.3%
2018-04-30T13:45:00Z,Medium Impact Expected,USD,Chicago PMI,57.6,58.2,57.4
2018-04-30T14:00:00Z,,,,,,
2018-04-30T14:00:00Z,Low Impact Expected,USD,Pending Home Sales m/m,0.4%,0.6%,2.8%
2018-04-30T18:30:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2018-04-30T22:30:00Z,Low Impact Expected,AUD,AIG Manufacturing Index,58.3,,63.1
2018-04-30T22:45:00Z,Low Impact Expected,NZD,Building Consents m/m,14.7%,,6.4%
2018-05-01,Non-Economic,CNY,Bank Holiday,,,
2018-05-01T00:30:00Z,Low Impact Expected,JPY,Final Manufacturing PMI,53.8,53.3,53.3
2018-05-01T04:30:00Z,High Impact Expected,AUD,RBA Rate Statement,,,
2018-04-30T14:00:00Z,Medium Impact Expected,AUD,Cash Rate,1.50%,1.50%,1.50%
2018-05-01,Non-Economic,CHF,Bank Holiday,,,
2018-05-01,Non-Economic,EUR,French Bank Holiday,,,
2018-05-01,Non-Economic,EUR,German Bank Holiday,,,
2018-05-01,Non-Economic,EUR,Italian Bank Holiday,,,
2018-05-01T06:30:00Z,Low Impact Expected,AUD,Commodity Prices y/y,-1.4%,,-2.8%
2018-05-01T08:30:00Z,High Impact Expected,GBP,Final Manufacturing PMI,53.9,54.8,54.9
2018-04-30T14:00:00Z,Medium Impact Expected,GBP,Net Lending to Individuals m/m,4.2B,4.9B,5.5B
2018-04-30T14:00:00Z,Low Impact Expected,GBP,M4 Money Supply m/m,-1.4%,0.2%,-0.4%
2018-04-30T14:00:00Z,Low Impact Expected,GBP,Mortgage Approvals,63K,63K,64K
2018-05-01T10:20:00Z,High Impact Expected,AUD,RBA Gov Lowe Speaks,,,
2018-05-01T12:30:00Z,High Impact Expected,CAD,GDP m/m,0.4%,0.3%,-0.1%
2018-05-01T13:30:00Z,Low Impact Expected,CAD,Manufacturing PMI,55.5,,55.7
2018-05-01T13:45:00Z,Low Impact Expected,USD,Final Manufacturing PMI,56.5,56.5,56.5
2018-05-01T14:00:00Z,,,,,,
2018-05-01T14:00:00Z,High Impact Expected,USD,ISM Manufacturing PMI,57.3,58.4,59.3
2018-05-01T14:00:00Z,Low Impact Expected,USD,Construction Spending m/m,-1.7%,0.5%,1.0%
2018-05-01T14:00:00Z,Low Impact Expected,USD,ISM Manufacturing Prices,79.3,78.3,78.1
2018-05-02,Low Impact Expected,USD,Wards Total Vehicle Sales,17.1M,17.0M,17.4M
2018-05-01T14:24:00Z,Medium Impact Expected,NZD,GDT Price Index,-1.1%,,2.7%
2018-05-02,Low Impact Expected,USD,Total Vehicle Sales,17.2M,17.1M,17.5M
2018-05-01T18:30:00Z,High Impact Expected,CAD,BOC Gov Poloz Speaks,,,
2018-05-01T20:30:00Z,Low Impact Expected,USD,API Weekly Statistical Bulletin,,,
2018-05-01T22:45:00Z,High Impact Expected,NZD,Employment Change q/q,0.6%,0.5%,0.4%
2018-05-01T14:00:00Z,High Impact Expected,NZD,Unemployment Rate,4.4%,4.4%,4.5%
2018-05-01T14:00:00Z,Low Impact Expected,NZD,Labor Cost Index q/q,0.3%,0.5%,0.4%
2018-05-01T23:01:00Z,Low Impact Expected,GBP,BRC Shop Price Index y/y,-1.0%,,-1.0%
2018-05-01T23:50:00Z,Low Impact Expected,JPY,Monetary Base y/y,7.8%,9.2%,9.1%
2018-05-02T01:45:00Z,Medium Impact Expected,CNY,Caixin Manufacturing PMI,51.1,50.9,51.0
2018-05-02T05:02:00Z,Low Impact Expected,JPY,Consumer Confidence,43.6,44.6,44.3
2018-05-02T05:45:00Z,Low Impact Expected,CHF,SECO Consumer Climate,2,5,5
2018-05-02T07:15:00Z,Low Impact Expected,CHF,Retail Sales y/y,-1.8%,0.3%,-0.2%
2018-05-01T14:00:00Z,Low Impact Expected,EUR,Spanish Manufacturing PMI,54.4,54.2,54.8
2018-05-02T07:30:00Z,Low Impact Expected,CHF,Manufacturing PMI,63.6,59.9,60.3
2018-05-02T07:45:00Z,Low Impact Expected,EUR,Italian Manufacturing PMI,53.5,54.4,55.1
2018-05-02T07:50:00Z,Low Impact Expected,EUR,French Final Manufacturing PMI,53.8,53.4,53.4
2018-05-02T07:55:00Z,Low Impact Expected,EUR,German Final Manufacturing PMI,58.1,58.1,58.1
2018-05-02T08:00:00Z,Low Impact Expected,EUR,Final Manufacturing PMI,56.2,56.0,56.0
2018-05-01T14:00:00Z,Low Impact Expected,EUR,Italian Monthly Unemployment Rate,11.0%,10.9%,11.0%
2018-05-02T08:30:00Z,High Impact Expected,GBP,Construction PMI,52.5,50.5,47.0
2018-05-02T09:00:00Z,Medium Impact Expected,EUR,Prelim Flash GDP q/q,0.4%,0.4%,0.6%
2018-05-01T14:00:00Z,Low Impact Expected,EUR,Italian Prelim GDP q/q,0.3%,0.3%,0.3%
2018-05-01T14:00:00Z,Low Impact Expected,EUR,Unemployment Rate,8.5%,8.5%,8.5%
2018-05-02T12:15:00Z,High Impact Expected,USD,ADP Non-Farm Employment Change,204K,200K,228K
2018-05-02T14:00:00Z,,,,,,
2018-05-02T14:30:00Z,High Impact Expected,USD,Crude Oil Inventories,6.2M,1.0M,2.2M
2018-05-02T15:30:00Z,Medium Impact Expected,EUR,German Buba President Weidmann Speaks,,,
2018-05-02T18:00:00Z,High Impact Expected,USD,Federal Funds Rate,1.75%,1.75%,1.75%
2018-05-02T14:00:00Z,High Impact Expected,USD,FOMC Statement,,,
2018-05-02T22:30:00Z,Low Impact Expected,AUD,AIG Services Index,55.2,,56.9
2018-05-03,Non-Economic,JPY,Bank Holiday,,,
2018-05-03T01:00:00Z,Low Impact Expected,NZD,ANZ Commodity Prices m/m,1.0%,,1.2%
2018-05-03T01:30:00Z,High Impact Expected,AUD,Goods Trade Balance,1.53B,0.68B,1.35B
2018-05-02T14:00:00Z,Medium Impact Expected,AUD,Building Approvals m/m,2.6%,1.1%,-4.2%
2018-05-03T08:30:00Z,High Impact Expected,GBP,Final Services PMI,52.8,53.5,51.7
2018-05-03T08:47:00Z,Low Impact Expected,EUR,Spanish 10-y Bond Auction,1.29|2.0,,1.24|1.3
2018-05-03T09:00:00Z,Medium Impact Expected,EUR,Core CPI Flash Estimate y/y,0.7%,0.9%,1.0%
2018-05-02T14:00:00Z,Medium Impact Expected,EUR,CPI Flash Estimate y/y,1.2%,1.3%,1.3%
2018-05-02T14:00:00Z,Medium Impact Expected,EUR,EU Economic Forecasts,,,
2018-05-02T14:00:00Z,Low Impact Expected,EUR,PPI m/m,0.1%,0.1%,0.0%
2018-05-03T09:03:00Z,Low Impact Expected,EUR,French 10-y Bond Auction,0.81|1.9,,0.74|1.9
2018-05-03T11:30:00Z,Low Impact Expected,USD,Challenger Job Cuts y/y,-1.4%,,39.4%
2018-05-03T12:30:00Z,High Impact Expected,CAD,Trade Balance,-4.1B,-2.3B,-2.9B
2018-05-02T14:00:00Z,Medium Impact Expected,USD,Prelim Nonfarm Productivity q/q,0.7%,0.9%,0.0%
2018-05-02T14:00:00Z,Medium Impact Expected,USD,Prelim Unit Labor Costs q/q,2.7%,3.1%,2.5%
2018-05-02T14:00:00Z,Medium Impact Expected,USD,Unemployment Claims,211K,225K,209K
2018-05-02T14:00:00Z,Low Impact Expected,USD,Trade Balance,-49.0B,-50.0B,-57.7B
2018-05-03T13:45:00Z,Low Impact Expected,USD,Final Services PMI,54.6,54.4,54.4
2018-05-03T14:00:00Z,,,,,,
2018-05-03T14:00:00Z,High Impact Expected,USD,ISM Services PMI,56.8,58.1,58.8
2018-05-03T14:00:00Z,Low Impact Expected,USD,Factory Orders m/m,1.6%,1.3%,1.6%
2018-05-03T14:30:00Z,Low Impact Expected,USD,Natural Gas Storage,62B,47B,-18B
2018-05-03T16:00:00Z,High Impact Expected,CHF,SNB Chairman Jordan Speaks,,,
2018-05-04,Non-Economic,JPY,Bank Holiday,,,
2018-05-04T01:30:00Z,High Impact Expected,AUD,RBA Monetary Policy Statement,,,
2018-05-04T01:45:00Z,Medium Impact Expected,CNY,Caixin Services PMI,52.9,52.2,52.3
2018-05-04T06:45:00Z,Low Impact Expected,EUR,French Gov Budget Balance,-33.1B,,-28.5B
2018-05-03T14:00:00Z,Low Impact Expected,EUR,French Trade Balance,-5.3B,-4.9B,-5.0B
2018-05-04T07:00:00Z,Low Impact Expected,EUR,Spanish Unemployment Change,-86.7K,-100.2K,-47.7K
2018-05-04T07:15:00Z,Low Impact Expected,EUR,Spanish Services PMI,55.6,56.1,56.2
2018-05-04T07:45:00Z,Low Impact Expected,EUR,Italian Services PMI,52.6,53.0,52.6
2018-05-04T07:50:00Z,Low Impact Expected,EUR,French Final Services PMI,57.4,57.4,57.4
2018-05-04T07:55:00Z,Low Impact Expected,EUR,German Final Services PMI,53.0,54.1,54.1
2018-05-04T08:00:00Z,Low Impact Expected,EUR,Final Services PMI,54.7,55.0,55.0
2018-05-04T09:00:00Z,Low Impact Expected,EUR,Retail Sales m/m,0.1%,0.5%,0.3%
2018-05-04T12:30:00Z,High Impact Expected,USD,Average Hourly Earnings m/m,0.1%,0.2%,0.2%
2018-05-03T14:00:00Z,High Impact Expected,USD,Non-Farm Employment Change,164K,190K,135K
2018-05-03T14:00:00Z,High Impact Expected,USD,Unemployment Rate,3.9%,4.0%,4.1%
2018-05-04T13:00:00Z,Medium Impact Expected,EUR,German Buba President Weidmann Speaks,,,
